invoice_date,day,month,year,quarter
10-08-2021 00:00,10,8,2021,3
04-01-2023 00:00,4,1,2023,1
15-07-2022 00:00,15,7,2022,3
15-04-2021 00:00,15,4,2021,2
15-12-2022 00:00,15,12,2022,4
25-12-2022 00:00,25,12,2022,4
24-07-2021 00:00,24,7,2021,3
02-02-2021 00:00,2,2,2021,1
23-10-2021 00:00,23,10,2021,4
15-06-2022 00:00,15,6,2022,2
25-12-2021 00:00,25,12,2021,4
21-09-2022 00:00,21,9,2022,3
02-12-2022 00:00,2,12,2022,4
21-09-2022 00:00,21,9,2022,3
02-09-2022 00:00,2,9,2022,3
22-10-2021 00:00,22,10,2021,4
01-07-2022 00:00,1,7,2022,3
06-10-2021 00:00,6,10,2021,4
06-01-2022 00:00,6,1,2022,1
13-01-2022 00:00,13,1,2022,1
22-01-2023 00:00,22,1,2023,1
17-03-2021 00:00,17,3,2021,1
04-08-2022 00:00,4,8,2022,3
13-02-2022 00:00,13,2,2022,1
24-10-2022 00:00,24,10,2022,4
19-02-2021 00:00,19,2,2021,1
07-01-2022 00:00,7,1,2022,1
02-02-2022 00:00,2,2,2022,1
28-12-2021 00:00,28,12,2021,4
23-06-2021 00:00,23,6,2021,2
03-10-2021 00:00,3,10,2021,4
26-02-2021 00:00,26,2,2021,1
17-09-2021 00:00,17,9,2021,3
14-10-2021 00:00,14,10,2021,4
25-01-2022 00:00,25,1,2022,1
29-09-2022 00:00,29,9,2022,3
07-05-2022 00:00,7,5,2022,2
22-03-2022 00:00,22,3,2022,1
20-05-2022 00:00,20,5,2022,2
28-07-2022 00:00,28,7,2022,3
27-02-2023 00:00,27,2,2023,1
03-09-2021 00:00,3,9,2021,3
14-04-2021 00:00,14,4,2021,2
18-07-2021 00:00,18,7,2021,3
23-08-2021 00:00,23,8,2021,3
27-06-2022 00:00,27,6,2022,2
03-01-2021 00:00,3,1,2021,1
21-09-2022 00:00,21,9,2022,3
12-10-2022 00:00,12,10,2022,4
09-01-2023 00:00,9,1,2023,1
26-06-2022 00:00,26,6,2022,2
02-08-2022 00:00,2,8,2022,3
12-01-2022 00:00,12,1,2022,1
13-02-2022 00:00,13,2,2022,1
03-03-2021 00:00,3,3,2021,1
30-03-2021 00:00,30,3,2021,1
11-05-2021 00:00,11,5,2021,2
14-01-2021 00:00,14,1,2021,1
10-03-2021 00:00,10,3,2021,1
25-11-2021 00:00,25,11,2021,4
07-04-2022 00:00,7,4,2022,2
21-05-2021 00:00,21,5,2021,2
18-09-2021 00:00,18,9,2021,3
14-11-2021 00:00,14,11,2021,4
12-02-2022 00:00,12,2,2022,1
24-05-2021 00:00,24,5,2021,2
26-06-2022 00:00,26,6,2022,2
03-03-2021 00:00,3,3,2021,1
05-02-2023 00:00,5,2,2023,1
12-02-2021 00:00,12,2,2021,1
24-02-2022 00:00,24,2,2022,1
27-10-2021 00:00,27,10,2021,4
19-01-2023 00:00,19,1,2023,1
25-06-2021 00:00,25,6,2021,2
10-04-2022 00:00,10,4,2022,2
24-12-2022 00:00,24,12,2022,4
31-03-2021 00:00,31,3,2021,1
21-04-2022 00:00,21,4,2022,2
09-08-2022 00:00,9,8,2022,3
28-12-2022 00:00,28,12,2022,4
30-06-2021 00:00,30,6,2021,2
01-09-2022 00:00,1,9,2022,3
03-04-2022 00:00,3,4,2022,2
03-11-2022 00:00,3,11,2022,4
25-04-2021 00:00,25,4,2021,2
17-03-2021 00:00,17,3,2021,1
27-12-2022 00:00,27,12,2022,4
29-10-2021 00:00,29,10,2021,4
16-07-2022 00:00,16,7,2022,3
22-01-2023 00:00,22,1,2023,1
24-08-2022 00:00,24,8,2022,3
26-04-2022 00:00,26,4,2022,2
02-03-2023 00:00,2,3,2023,1
07-06-2021 00:00,7,6,2021,2
14-01-2021 00:00,14,1,2021,1
07-01-2022 00:00,7,1,2022,1
18-02-2022 00:00,18,2,2022,1
14-04-2022 00:00,14,4,2022,2
05-06-2021 00:00,5,6,2021,2
28-05-2021 00:00,28,5,2021,2
12-05-2022 00:00,12,5,2022,2
20-12-2021 00:00,20,12,2021,4
31-08-2022 00:00,31,8,2022,3
30-06-2022 00:00,30,6,2022,2
21-09-2022 00:00,21,9,2022,3
09-05-2022 00:00,9,5,2022,2
09-03-2021 00:00,9,3,2021,1
07-12-2021 00:00,7,12,2021,4
14-11-2021 00:00,14,11,2021,4
18-03-2021 00:00,18,3,2021,1
29-08-2022 00:00,29,8,2022,3
08-12-2021 00:00,8,12,2021,4
19-06-2021 00:00,19,6,2021,2
09-12-2022 00:00,9,12,2022,4
19-04-2021 00:00,19,4,2021,2
21-06-2021 00:00,21,6,2021,2
11-09-2021 00:00,11,9,2021,3
03-01-2021 00:00,3,1,2021,1
09-12-2022 00:00,9,12,2022,4
17-03-2021 00:00,17,3,2021,1
12-04-2021 00:00,12,4,2021,2
09-09-2022 00:00,9,9,2022,3
05-05-2022 00:00,5,5,2022,2
05-04-2022 00:00,5,4,2022,2
23-11-2021 00:00,23,11,2021,4
20-03-2021 00:00,20,3,2021,1
30-09-2022 00:00,30,9,2022,3
03-02-2023 00:00,3,2,2023,1
26-09-2022 00:00,26,9,2022,3
02-07-2022 00:00,2,7,2022,3
03-04-2022 00:00,3,4,2022,2
30-11-2021 00:00,30,11,2021,4
30-04-2021 00:00,30,4,2021,2
10-09-2022 00:00,10,9,2022,3
25-05-2021 00:00,25,5,2021,2
17-01-2021 00:00,17,1,2021,1
07-08-2021 00:00,7,8,2021,3
23-02-2022 00:00,23,2,2022,1
17-05-2021 00:00,17,5,2021,2
27-05-2022 00:00,27,5,2022,2
17-01-2023 00:00,17,1,2023,1
10-11-2021 00:00,10,11,2021,4
27-09-2021 00:00,27,9,2021,3
16-11-2022 00:00,16,11,2022,4
09-04-2022 00:00,9,4,2022,2
22-02-2021 00:00,22,2,2021,1
24-02-2021 00:00,24,2,2021,1
23-11-2022 00:00,23,11,2022,4
07-07-2021 00:00,7,7,2021,3
09-11-2021 00:00,9,11,2021,4
14-02-2021 00:00,14,2,2021,1
15-03-2022 00:00,15,3,2022,1
13-03-2021 00:00,13,3,2021,1
11-12-2021 00:00,11,12,2021,4
27-06-2021 00:00,27,6,2021,2
19-07-2021 00:00,19,7,2021,3
17-05-2021 00:00,17,5,2021,2
16-10-2022 00:00,16,10,2022,4
04-08-2021 00:00,4,8,2021,3
05-03-2022 00:00,5,3,2022,1
10-04-2021 00:00,10,4,2021,2
14-09-2021 00:00,14,9,2021,3
15-02-2023 00:00,15,2,2023,1
14-03-2021 00:00,14,3,2021,1
14-03-2022 00:00,14,3,2022,1
05-08-2022 00:00,5,8,2022,3
25-01-2021 00:00,25,1,2021,1
30-03-2021 00:00,30,3,2021,1
17-01-2023 00:00,17,1,2023,1
05-11-2021 00:00,5,11,2021,4
19-08-2022 00:00,19,8,2022,3
03-12-2021 00:00,3,12,2021,4
09-09-2021 00:00,9,9,2021,3
03-01-2021 00:00,3,1,2021,1
29-11-2022 00:00,29,11,2022,4
10-08-2021 00:00,10,8,2021,3
28-01-2022 00:00,28,1,2022,1
23-10-2022 00:00,23,10,2022,4
11-04-2021 00:00,11,4,2021,2
12-10-2021 00:00,12,10,2021,4
28-09-2021 00:00,28,9,2021,3
31-05-2021 00:00,31,5,2021,2
28-06-2022 00:00,28,6,2022,2
27-03-2022 00:00,27,3,2022,1
01-12-2022 00:00,1,12,2022,4
06-05-2021 00:00,6,5,2021,2
26-05-2021 00:00,26,5,2021,2
24-01-2023 00:00,24,1,2023,1
31-03-2021 00:00,31,3,2021,1
17-12-2022 00:00,17,12,2022,4
30-09-2022 00:00,30,9,2022,3
22-02-2023 00:00,22,2,2023,1
12-06-2022 00:00,12,6,2022,2
21-12-2021 00:00,21,12,2021,4
02-08-2022 00:00,2,8,2022,3
19-05-2022 00:00,19,5,2022,2
16-08-2022 00:00,16,8,2022,3
04-03-2022 00:00,4,3,2022,1
25-04-2021 00:00,25,4,2021,2
20-10-2022 00:00,20,10,2022,4
16-11-2021 00:00,16,11,2021,4
02-06-2021 00:00,2,6,2021,2
18-12-2021 00:00,18,12,2021,4
10-12-2021 00:00,10,12,2021,4
04-03-2022 00:00,4,3,2022,1
05-02-2023 00:00,5,2,2023,1
12-03-2022 00:00,12,3,2022,1
05-01-2022 00:00,5,1,2022,1
18-07-2022 00:00,18,7,2022,3
18-07-2022 00:00,18,7,2022,3
04-01-2022 00:00,4,1,2022,1
27-09-2022 00:00,27,9,2022,3
24-01-2021 00:00,24,1,2021,1
28-06-2022 00:00,28,6,2022,2
07-05-2021 00:00,7,5,2021,2
12-05-2021 00:00,12,5,2021,2
19-01-2021 00:00,19,1,2021,1
19-05-2021 00:00,19,5,2021,2
09-04-2021 00:00,9,4,2021,2
03-02-2021 00:00,3,2,2021,1
18-07-2021 00:00,18,7,2021,3
16-09-2022 00:00,16,9,2022,3
15-08-2021 00:00,15,8,2021,3
17-04-2022 00:00,17,4,2022,2
20-12-2022 00:00,20,12,2022,4
07-04-2021 00:00,7,4,2021,2
01-11-2021 00:00,1,11,2021,4
25-10-2021 00:00,25,10,2021,4
22-10-2022 00:00,22,10,2022,4
01-03-2023 00:00,1,3,2023,1
23-09-2021 00:00,23,9,2021,3
03-01-2021 00:00,3,1,2021,1
13-12-2022 00:00,13,12,2022,4
30-05-2022 00:00,30,5,2022,2
20-01-2021 00:00,20,1,2021,1
23-02-2023 00:00,23,2,2023,1
16-02-2022 00:00,16,2,2022,1
07-12-2021 00:00,7,12,2021,4
01-03-2022 00:00,1,3,2022,1
22-12-2022 00:00,22,12,2022,4
11-07-2022 00:00,11,7,2022,3
24-02-2023 00:00,24,2,2023,1
01-11-2022 00:00,1,11,2022,4
02-02-2021 00:00,2,2,2021,1
01-01-2021 00:00,1,1,2021,1
19-03-2022 00:00,19,3,2022,1
27-11-2021 00:00,27,11,2021,4
23-02-2023 00:00,23,2,2023,1
16-09-2021 00:00,16,9,2021,3
20-01-2022 00:00,20,1,2022,1
07-01-2021 00:00,7,1,2021,1
18-02-2022 00:00,18,2,2022,1
07-03-2021 00:00,7,3,2021,1
14-06-2021 00:00,14,6,2021,2
15-12-2021 00:00,15,12,2021,4
13-08-2021 00:00,13,8,2021,3
15-11-2022 00:00,15,11,2022,4
29-03-2021 00:00,29,3,2021,1
22-02-2021 00:00,22,2,2021,1
28-02-2023 00:00,28,2,2023,1
17-01-2023 00:00,17,1,2023,1
17-04-2021 00:00,17,4,2021,2
15-04-2021 00:00,15,4,2021,2
24-02-2023 00:00,24,2,2023,1
22-10-2022 00:00,22,10,2022,4
26-02-2023 00:00,26,2,2023,1
22-03-2021 00:00,22,3,2021,1
26-05-2021 00:00,26,5,2021,2
10-02-2022 00:00,10,2,2022,1
19-07-2021 00:00,19,7,2021,3
17-10-2021 00:00,17,10,2021,4
28-05-2022 00:00,28,5,2022,2
28-05-2022 00:00,28,5,2022,2
19-08-2021 00:00,19,8,2021,3
13-09-2021 00:00,13,9,2021,3
06-03-2021 00:00,6,3,2021,1
10-01-2023 00:00,10,1,2023,1
17-11-2022 00:00,17,11,2022,4
01-02-2021 00:00,1,2,2021,1
20-01-2023 00:00,20,1,2023,1
03-12-2022 00:00,3,12,2022,4
10-01-2022 00:00,10,1,2022,1
30-03-2022 00:00,30,3,2022,1
15-01-2022 00:00,15,1,2022,1
16-11-2021 00:00,16,11,2021,4
03-01-2023 00:00,3,1,2023,1
06-01-2021 00:00,6,1,2021,1
15-03-2022 00:00,15,3,2022,1
05-11-2021 00:00,5,11,2021,4
25-11-2021 00:00,25,11,2021,4
17-09-2022 00:00,17,9,2022,3
29-09-2022 00:00,29,9,2022,3
19-05-2021 00:00,19,5,2021,2
10-10-2022 00:00,10,10,2022,4
25-11-2021 00:00,25,11,2021,4
05-06-2022 00:00,5,6,2022,2
25-11-2022 00:00,25,11,2022,4
12-06-2021 00:00,12,6,2021,2
13-02-2021 00:00,13,2,2021,1
01-01-2021 00:00,1,1,2021,1
26-07-2022 00:00,26,7,2022,3
27-02-2021 00:00,27,2,2021,1
03-01-2022 00:00,3,1,2022,1
25-04-2021 00:00,25,4,2021,2
24-10-2022 00:00,24,10,2022,4
07-10-2021 00:00,7,10,2021,4
23-04-2022 00:00,23,4,2022,2
22-11-2021 00:00,22,11,2021,4
08-10-2022 00:00,8,10,2022,4
03-08-2022 00:00,3,8,2022,3
08-01-2021 00:00,8,1,2021,1
09-11-2021 00:00,9,11,2021,4
18-03-2021 00:00,18,3,2021,1
11-02-2023 00:00,11,2,2023,1
11-01-2022 00:00,11,1,2022,1
20-01-2023 00:00,20,1,2023,1
29-11-2022 00:00,29,11,2022,4
21-11-2022 00:00,21,11,2022,4
08-03-2022 00:00,8,3,2022,1
15-04-2021 00:00,15,4,2021,2
16-01-2021 00:00,16,1,2021,1
15-01-2023 00:00,15,1,2023,1
26-04-2021 00:00,26,4,2021,2
20-05-2022 00:00,20,5,2022,2
12-06-2021 00:00,12,6,2021,2
01-02-2023 00:00,1,2,2023,1
26-12-2021 00:00,26,12,2021,4
10-05-2021 00:00,10,5,2021,2
16-01-2022 00:00,16,1,2022,1
04-10-2021 00:00,4,10,2021,4
22-03-2021 00:00,22,3,2021,1
25-02-2023 00:00,25,2,2023,1
08-03-2021 00:00,8,3,2021,1
18-06-2022 00:00,18,6,2022,2
12-06-2021 00:00,12,6,2021,2
26-02-2021 00:00,26,2,2021,1
13-05-2022 00:00,13,5,2022,2
20-04-2022 00:00,20,4,2022,2
11-08-2021 00:00,11,8,2021,3
06-10-2022 00:00,6,10,2022,4
30-08-2021 00:00,30,8,2021,3
03-02-2023 00:00,3,2,2023,1
01-09-2022 00:00,1,9,2022,3
07-06-2022 00:00,7,6,2022,2
04-01-2023 00:00,4,1,2023,1
13-08-2022 00:00,13,8,2022,3
27-03-2022 00:00,27,3,2022,1
10-10-2022 00:00,10,10,2022,4
01-08-2022 00:00,1,8,2022,3
09-05-2022 00:00,9,5,2022,2
30-11-2021 00:00,30,11,2021,4
27-12-2022 00:00,27,12,2022,4
05-02-2022 00:00,5,2,2022,1
23-11-2022 00:00,23,11,2022,4
30-03-2022 00:00,30,3,2022,1
10-03-2021 00:00,10,3,2021,1
28-06-2021 00:00,28,6,2021,2
07-02-2023 00:00,7,2,2023,1
03-09-2022 00:00,3,9,2022,3
15-01-2021 00:00,15,1,2021,1
05-07-2022 00:00,5,7,2022,3
04-03-2023 00:00,4,3,2023,1
17-05-2021 00:00,17,5,2021,2
19-12-2022 00:00,19,12,2022,4
30-10-2021 00:00,30,10,2021,4
05-08-2022 00:00,5,8,2022,3
14-12-2022 00:00,14,12,2022,4
22-05-2022 00:00,22,5,2022,2
15-01-2021 00:00,15,1,2021,1
13-02-2022 00:00,13,2,2022,1
08-08-2021 00:00,8,8,2021,3
11-01-2023 00:00,11,1,2023,1
14-02-2022 00:00,14,2,2022,1
01-06-2021 00:00,1,6,2021,2
20-01-2023 00:00,20,1,2023,1
02-05-2021 00:00,2,5,2021,2
31-05-2022 00:00,31,5,2022,2
26-04-2022 00:00,26,4,2022,2
17-06-2022 00:00,17,6,2022,2
24-02-2023 00:00,24,2,2023,1
04-02-2022 00:00,4,2,2022,1
26-11-2022 00:00,26,11,2022,4
18-08-2021 00:00,18,8,2021,3
04-01-2021 00:00,4,1,2021,1
24-08-2021 00:00,24,8,2021,3
01-03-2023 00:00,1,3,2023,1
08-06-2022 00:00,8,6,2022,2
06-12-2022 00:00,6,12,2022,4
18-02-2022 00:00,18,2,2022,1
13-03-2022 00:00,13,3,2022,1
22-04-2022 00:00,22,4,2022,2
02-03-2023 00:00,2,3,2023,1
05-01-2023 00:00,5,1,2023,1
29-08-2021 00:00,29,8,2021,3
20-02-2021 00:00,20,2,2021,1
15-12-2021 00:00,15,12,2021,4
08-02-2021 00:00,8,2,2021,1
13-12-2022 00:00,13,12,2022,4
17-06-2021 00:00,17,6,2021,2
11-09-2021 00:00,11,9,2021,3
08-02-2022 00:00,8,2,2022,1
14-02-2023 00:00,14,2,2023,1
10-01-2023 00:00,10,1,2023,1
23-02-2023 00:00,23,2,2023,1
07-05-2022 00:00,7,5,2022,2
18-12-2021 00:00,18,12,2021,4
02-05-2022 00:00,2,5,2022,2
12-03-2021 00:00,12,3,2021,1
18-02-2021 00:00,18,2,2021,1
01-07-2022 00:00,1,7,2022,3
07-05-2021 00:00,7,5,2021,2
20-02-2021 00:00,20,2,2021,1
10-09-2021 00:00,10,9,2021,3
17-06-2021 00:00,17,6,2021,2
17-09-2021 00:00,17,9,2021,3
09-02-2022 00:00,9,2,2022,1
02-08-2022 00:00,2,8,2022,3
09-02-2022 00:00,9,2,2022,1
30-12-2021 00:00,30,12,2021,4
26-05-2022 00:00,26,5,2022,2
25-07-2022 00:00,25,7,2022,3
21-08-2021 00:00,21,8,2021,3
14-06-2022 00:00,14,6,2022,2
29-07-2022 00:00,29,7,2022,3
02-12-2022 00:00,2,12,2022,4
16-05-2022 00:00,16,5,2022,2
11-08-2022 00:00,11,8,2022,3
16-06-2021 00:00,16,6,2021,2
28-06-2022 00:00,28,6,2022,2
26-02-2022 00:00,26,2,2022,1
17-07-2022 00:00,17,7,2022,3
23-07-2022 00:00,23,7,2022,3
08-01-2021 00:00,8,1,2021,1
24-02-2023 00:00,24,2,2023,1
11-02-2021 00:00,11,2,2021,1
26-09-2021 00:00,26,9,2021,3
30-05-2022 00:00,30,5,2022,2
22-05-2022 00:00,22,5,2022,2
17-01-2021 00:00,17,1,2021,1
24-09-2021 00:00,24,9,2021,3
16-08-2021 00:00,16,8,2021,3
02-06-2022 00:00,2,6,2022,2
25-07-2022 00:00,25,7,2022,3
26-03-2021 00:00,26,3,2021,1
18-08-2021 00:00,18,8,2021,3
06-01-2021 00:00,6,1,2021,1
07-09-2022 00:00,7,9,2022,3
28-02-2023 00:00,28,2,2023,1
03-05-2021 00:00,3,5,2021,2
10-08-2021 00:00,10,8,2021,3
28-07-2021 00:00,28,7,2021,3
10-12-2022 00:00,10,12,2022,4
27-04-2021 00:00,27,4,2021,2
01-03-2023 00:00,1,3,2023,1
12-05-2021 00:00,12,5,2021,2
27-07-2022 00:00,27,7,2022,3
06-04-2022 00:00,6,4,2022,2
06-04-2021 00:00,6,4,2021,2
21-06-2022 00:00,21,6,2022,2
30-05-2022 00:00,30,5,2022,2
21-08-2021 00:00,21,8,2021,3
08-03-2023 00:00,8,3,2023,1
06-06-2022 00:00,6,6,2022,2
26-04-2021 00:00,26,4,2021,2
24-05-2021 00:00,24,5,2021,2
17-06-2022 00:00,17,6,2022,2
27-03-2021 00:00,27,3,2021,1
15-05-2021 00:00,15,5,2021,2
24-01-2022 00:00,24,1,2022,1
17-01-2022 00:00,17,1,2022,1
20-11-2021 00:00,20,11,2021,4
04-05-2021 00:00,4,5,2021,2
29-01-2023 00:00,29,1,2023,1
02-08-2022 00:00,2,8,2022,3
30-04-2021 00:00,30,4,2021,2
09-02-2023 00:00,9,2,2023,1
28-08-2021 00:00,28,8,2021,3
12-01-2022 00:00,12,1,2022,1
17-10-2021 00:00,17,10,2021,4
02-03-2022 00:00,2,3,2022,1
02-02-2023 00:00,2,2,2023,1
30-06-2021 00:00,30,6,2021,2
15-05-2021 00:00,15,5,2021,2
16-02-2023 00:00,16,2,2023,1
02-05-2022 00:00,2,5,2022,2
03-03-2022 00:00,3,3,2022,1
20-12-2022 00:00,20,12,2022,4
17-06-2022 00:00,17,6,2022,2
23-07-2021 00:00,23,7,2021,3
24-11-2022 00:00,24,11,2022,4
03-09-2021 00:00,3,9,2021,3
13-08-2022 00:00,13,8,2022,3
15-03-2021 00:00,15,3,2021,1
12-02-2023 00:00,12,2,2023,1
07-10-2021 00:00,7,10,2021,4
07-07-2021 00:00,7,7,2021,3
01-04-2021 00:00,1,4,2021,2
30-12-2021 00:00,30,12,2021,4
26-12-2021 00:00,26,12,2021,4
28-08-2022 00:00,28,8,2022,3
02-09-2022 00:00,2,9,2022,3
31-05-2021 00:00,31,5,2021,2
19-01-2022 00:00,19,1,2022,1
05-11-2022 00:00,5,11,2022,4
14-11-2021 00:00,14,11,2021,4
25-07-2022 00:00,25,7,2022,3
15-05-2021 00:00,15,5,2021,2
29-08-2022 00:00,29,8,2022,3
22-01-2021 00:00,22,1,2021,1
01-04-2021 00:00,1,4,2021,2
24-07-2021 00:00,24,7,2021,3
31-05-2021 00:00,31,5,2021,2
26-08-2021 00:00,26,8,2021,3
06-01-2023 00:00,6,1,2023,1
05-06-2021 00:00,5,6,2021,2
25-10-2021 00:00,25,10,2021,4
29-03-2022 00:00,29,3,2022,1
09-09-2021 00:00,9,9,2021,3
02-02-2022 00:00,2,2,2022,1
14-02-2021 00:00,14,2,2021,1
16-01-2021 00:00,16,1,2021,1
01-09-2022 00:00,1,9,2022,3
28-01-2021 00:00,28,1,2021,1
22-10-2022 00:00,22,10,2022,4
27-08-2022 00:00,27,8,2022,3
23-06-2022 00:00,23,6,2022,2
28-05-2021 00:00,28,5,2021,2
10-12-2022 00:00,10,12,2022,4
23-07-2021 00:00,23,7,2021,3
26-10-2022 00:00,26,10,2022,4
15-11-2022 00:00,15,11,2022,4
02-06-2022 00:00,2,6,2022,2
22-12-2022 00:00,22,12,2022,4
06-03-2021 00:00,6,3,2021,1
11-04-2022 00:00,11,4,2022,2
27-10-2022 00:00,27,10,2022,4
24-03-2022 00:00,24,3,2022,1
20-05-2022 00:00,20,5,2022,2
25-04-2022 00:00,25,4,2022,2
02-03-2021 00:00,2,3,2021,1
05-03-2023 00:00,5,3,2023,1
01-05-2022 00:00,1,5,2022,2
21-01-2023 00:00,21,1,2023,1
28-01-2023 00:00,28,1,2023,1
16-03-2022 00:00,16,3,2022,1
04-09-2022 00:00,4,9,2022,3
10-02-2022 00:00,10,2,2022,1
12-02-2023 00:00,12,2,2023,1
20-09-2021 00:00,20,9,2021,3
31-08-2021 00:00,31,8,2021,3
12-06-2021 00:00,12,6,2021,2
02-12-2021 00:00,2,12,2021,4
23-06-2022 00:00,23,6,2022,2
10-08-2022 00:00,10,8,2022,3
07-06-2021 00:00,7,6,2021,2
25-03-2021 00:00,25,3,2021,1
05-10-2021 00:00,5,10,2021,4
01-08-2022 00:00,1,8,2022,3
30-01-2022 00:00,30,1,2022,1
07-09-2022 00:00,7,9,2022,3
29-06-2022 00:00,29,6,2022,2
08-07-2022 00:00,8,7,2022,3
12-03-2022 00:00,12,3,2022,1
17-04-2022 00:00,17,4,2022,2
29-01-2023 00:00,29,1,2023,1
24-08-2022 00:00,24,8,2022,3
12-10-2021 00:00,12,10,2021,4
28-02-2023 00:00,28,2,2023,1
26-07-2021 00:00,26,7,2021,3
14-05-2022 00:00,14,5,2022,2
26-02-2022 00:00,26,2,2022,1
16-05-2021 00:00,16,5,2021,2
02-06-2022 00:00,2,6,2022,2
06-05-2022 00:00,6,5,2022,2
28-04-2021 00:00,28,4,2021,2
07-12-2022 00:00,7,12,2022,4
22-11-2022 00:00,22,11,2022,4
23-08-2021 00:00,23,8,2021,3
05-12-2021 00:00,5,12,2021,4
08-01-2021 00:00,8,1,2021,1
21-07-2022 00:00,21,7,2022,3
03-02-2023 00:00,3,2,2023,1
10-02-2022 00:00,10,2,2022,1
22-11-2021 00:00,22,11,2021,4
09-12-2022 00:00,9,12,2022,4
14-09-2022 00:00,14,9,2022,3
06-04-2021 00:00,6,4,2021,2
25-10-2022 00:00,25,10,2022,4
24-08-2022 00:00,24,8,2022,3
02-03-2023 00:00,2,3,2023,1
23-10-2021 00:00,23,10,2021,4
23-11-2021 00:00,23,11,2021,4
06-05-2021 00:00,6,5,2021,2
06-07-2021 00:00,6,7,2021,3
23-11-2022 00:00,23,11,2022,4
28-06-2021 00:00,28,6,2021,2
13-10-2021 00:00,13,10,2021,4
04-08-2021 00:00,4,8,2021,3
29-04-2021 00:00,29,4,2021,2
14-06-2021 00:00,14,6,2021,2
22-06-2021 00:00,22,6,2021,2
18-06-2021 00:00,18,6,2021,2
13-11-2021 00:00,13,11,2021,4
14-08-2022 00:00,14,8,2022,3
06-12-2021 00:00,6,12,2021,4
18-03-2021 00:00,18,3,2021,1
06-05-2021 00:00,6,5,2021,2
21-07-2021 00:00,21,7,2021,3
28-07-2021 00:00,28,7,2021,3
27-12-2022 00:00,27,12,2022,4
20-01-2023 00:00,20,1,2023,1
08-09-2022 00:00,8,9,2022,3
08-08-2021 00:00,8,8,2021,3
10-09-2022 00:00,10,9,2022,3
28-02-2023 00:00,28,2,2023,1
28-08-2021 00:00,28,8,2021,3
11-05-2022 00:00,11,5,2022,2
08-02-2023 00:00,8,2,2023,1
19-07-2021 00:00,19,7,2021,3
26-01-2022 00:00,26,1,2022,1
15-02-2022 00:00,15,2,2022,1
02-07-2022 00:00,2,7,2022,3
01-12-2021 00:00,1,12,2021,4
22-05-2022 00:00,22,5,2022,2
13-08-2022 00:00,13,8,2022,3
14-01-2022 00:00,14,1,2022,1
06-04-2021 00:00,6,4,2021,2
03-01-2023 00:00,3,1,2023,1
31-08-2022 00:00,31,8,2022,3
11-07-2021 00:00,11,7,2021,3
20-11-2022 00:00,20,11,2022,4
10-04-2022 00:00,10,4,2022,2
30-03-2022 00:00,30,3,2022,1
19-01-2023 00:00,19,1,2023,1
04-04-2022 00:00,4,4,2022,2
30-09-2021 00:00,30,9,2021,3
22-11-2021 00:00,22,11,2021,4
13-08-2022 00:00,13,8,2022,3
16-07-2022 00:00,16,7,2022,3
15-02-2022 00:00,15,2,2022,1
11-05-2022 00:00,11,5,2022,2
10-09-2022 00:00,10,9,2022,3
22-03-2021 00:00,22,3,2021,1
31-05-2021 00:00,31,5,2021,2
16-02-2023 00:00,16,2,2023,1
10-08-2022 00:00,10,8,2022,3
15-04-2022 00:00,15,4,2022,2
22-03-2022 00:00,22,3,2022,1
10-03-2022 00:00,10,3,2022,1
19-04-2022 00:00,19,4,2022,2
10-10-2021 00:00,10,10,2021,4
19-11-2021 00:00,19,11,2021,4
26-01-2023 00:00,26,1,2023,1
25-12-2021 00:00,25,12,2021,4
31-08-2021 00:00,31,8,2021,3
06-10-2021 00:00,6,10,2021,4
30-10-2021 00:00,30,10,2021,4
14-10-2021 00:00,14,10,2021,4
28-01-2022 00:00,28,1,2022,1
04-01-2021 00:00,4,1,2021,1
24-11-2022 00:00,24,11,2022,4
29-12-2021 00:00,29,12,2021,4
30-06-2022 00:00,30,6,2022,2
15-02-2022 00:00,15,2,2022,1
16-07-2021 00:00,16,7,2021,3
14-02-2023 00:00,14,2,2023,1
16-01-2021 00:00,16,1,2021,1
28-11-2021 00:00,28,11,2021,4
01-07-2021 00:00,1,7,2021,3
10-01-2021 00:00,10,1,2021,1
06-08-2021 00:00,6,8,2021,3
08-06-2021 00:00,8,6,2021,2
03-01-2023 00:00,3,1,2023,1
24-01-2021 00:00,24,1,2021,1
27-10-2021 00:00,27,10,2021,4
02-01-2022 00:00,2,1,2022,1
07-12-2021 00:00,7,12,2021,4
02-10-2021 00:00,2,10,2021,4
11-06-2021 00:00,11,6,2021,2
21-04-2021 00:00,21,4,2021,2
02-09-2021 00:00,2,9,2021,3
04-05-2021 00:00,4,5,2021,2
14-09-2022 00:00,14,9,2022,3
29-05-2022 00:00,29,5,2022,2
13-11-2021 00:00,13,11,2021,4
19-07-2022 00:00,19,7,2022,3
08-09-2021 00:00,8,9,2021,3
03-10-2021 00:00,3,10,2021,4
03-04-2022 00:00,3,4,2022,2
14-05-2021 00:00,14,5,2021,2
07-10-2021 00:00,7,10,2021,4
17-11-2022 00:00,17,11,2022,4
23-02-2022 00:00,23,2,2022,1
26-12-2022 00:00,26,12,2022,4
28-02-2021 00:00,28,2,2021,1
01-08-2022 00:00,1,8,2022,3
01-04-2022 00:00,1,4,2022,2
27-09-2022 00:00,27,9,2022,3
06-09-2021 00:00,6,9,2021,3
